order_id,order_date,customer_id,order_status,product_id,seller_id
698,2024-01-07,24,Delivered,581,9
699,2024-03-12,85,Delivered,166,5
700,2024-02-17,54,Cancelled,749,3
701,2024-03-30,564,Delivered,218,5
702,2024-01-14,670,Cancelled,531,1
703,2024-01-29,478,Shipped,228,8
704,2024-03-03,292,Pending,449,2
705,2024-02-22,465,Shipped,75,1
706,2024-03-21,594,Pending,72,1
707,2024-03-10,166,Delivered,515,5
708,2024-03-11,51,Shipped,340,4
709,2024-03-18,599,Delivered,64,5
710,2024-01-25,565,Pending,287,1
711,2024-01-12,33,Delivered,91,6
712,2024-03-11,362,Pending,398,3
713,2024-02-11,61,Pending,396,3
714,2024-01-18,398,Shipped,326,5
715,2024-02-13,509,Cancelled,509,5
716,2024-03-13,559,Pending,228,1
717,2024-03-01,432,Cancelled,605,5
718,2024-01-08,566,Cancelled,280,3
719,2024-02-28,668,Delivered,83,1
720,2024-03-01,315,Pending,751,9
721,2024-03-03,117,Shipped,367,7
722,2024-02-27,111,Delivered,731,2
723,2024-03-09,687,Cancelled,717,2
724,2024-02-14,741,Shipped,574,2
725,2024-02-18,209,Delivered,730,9
726,2024-03-17,625,Cancelled,681,5
727,2024-03-10,609,Shipped,635,5
728,2024-03-01,123,Cancelled,773,6
729,2024-01-07,178,Pending,392,6
730,2024-02-05,351,Pending,372,1
731,2024-02-17,146,Delivered,531,9
732,2024-02-04,410,Pending,197,4
733,2024-02-17,713,Cancelled,728,1
734,2024-01-18,490,Cancelled,317,8
735,2024-03-28,173,Shipped,115,6
736,2024-02-15,5,Shipped,84,9
737,2024-01-03,546,Cancelled,12,6
738,2024-02-03,285,Delivered,153,5
739,2024-02-07,238,Cancelled,595,4
740,2024-02-10,35,Pending,92,1
741,2024-02-20,129,Cancelled,527,9
742,2024-03-06,205,Cancelled,207,4
743,2024-01-01,605,Shipped,279,6
744,2024-03-23,276,Cancelled,451,1
745,2024-03-29,253,Shipped,448,4
746,2024-01-20,781,Cancelled,65,1
747,2024-01-15,618,Pending,417,2
748,2024-01-06,154,Cancelled,167,6
749,2024-02-03,353,Shipped,139,7
750,2024-01-29,441,Pending,159,4
751,2024-02-15,81,Shipped,466,3
752,2024-01-08,193,Pending,444,9
753,2024-01-05,183,Shipped,58,5
754,2024-02-15,473,Delivered,443,6
755,2024-03-10,489,Delivered,784,5
756,2024-03-14,684,Delivered,653,4
757,2024-02-06,608,Pending,267,9
758,2024-02-25,37,Delivered,528,3
759,2024-02-17,53,Pending,465,8
760,2024-03-11,43,Pending,477,7
761,2024-03-20,480,Delivered,412,9
762,2024-03-03,131,Delivered,20,5
763,2024-02-11,628,Cancelled,363,1
764,2024-03-11,557,Pending,700,7
765,2024-01-24,293,Delivered,259,5
766,2024-03-17,109,Shipped,639,5
767,2024-02-22,746,Cancelled,463,1
768,2024-02-19,53,Shipped,497,8
769,2024-03-24,445,Delivered,658,3
770,2024-02-23,744,Cancelled,780,6
771,2024-01-28,280,Cancelled,251,2
772,2024-01-10,778,Delivered,106,5
773,2024-01-11,466,Delivered,244,8
774,2024-02-29,676,Delivered,596,1
775,2024-03-08,303,Shipped,338,6
776,2024-03-24,301,Cancelled,644,9
777,2024-03-13,258,Shipped,664,8
778,2024-02-09,59,Shipped,629,5
779,2024-02-05,117,Delivered,331,4
780,2024-01-10,637,Cancelled,175,2
781,2024-01-01,294,Cancelled,83,3
782,2024-02-07,75,Pending,135,4
783,2024-02-25,209,Pending,205,5
784,2024-01-03,547,Pending,241,1
785,2024-02-25,583,Delivered,366,2
786,2024-03-07,573,Pending,208,9
787,2024-01-31,726,Cancelled,237,5
788,2024-02-24,87,Delivered,386,9
789,2024-02-09,395,Pending,646,1
790,2024-01-08,650,Pending,176,2
791,2024-01-03,620,Cancelled,292,8
792,2024-02-14,257,Delivered,603,6
793,2024-01-07,15,Cancelled,106,2
794,2024-01-13,780,Delivered,240,8
795,2024-03-29,715,Pending,604,4
796,2024-03-11,3,Cancelled,458,3
797,2024-03-10,550,Pending,43,1
798,2024-03-20,296,Cancelled,545,9
799,2024-02-19,463,Shipped,126,7
800,2024-03-04,756,Shipped,524,5
